---------- processing video for epoch 6 ----------
performing inference...
pred: 2.9880741463 deg. took 61.5150928497 ms
pred: 17.8195588559 deg. took 60.6858730316 ms
pred: 13.1909027261 deg. took 70.1129436493 ms
pred: 5.1135581528 deg. took 71.9509124756 ms
pred: 15.2389597082 deg. took 70.0068473816 ms
pred: 10.6193279659 deg. took 60.45794487 ms
pred: 26.0027470287 deg. took 61.8369579315 ms
pred: 26.2849106811 deg. took 60.1589679718 ms
pred: 26.746269469 deg. took 62.3660087585 ms
pred: 24.7612884301 deg. took 67.7850246429 ms
pred: 7.01829257975 deg. took 57.5540065765 ms
pred: 1.14070039505 deg. took 61.0790252686 ms
pred: -3.14756589361 deg. took 60.2400302887 ms
pred: -4.32896493133 deg. took 58.0129623413 ms
pred: -3.5625141864 deg. took 59.7438812256 ms
pred: -3.39080088279 deg. took 61.0671043396 ms
pred: -2.15267947189 deg. took 62.6249313354 ms
pred: 1.78824597755 deg. took 59.2751502991 ms
pred: 4.91604316927 deg. took 60.1499080658 ms
pred: 27.5749182644 deg. took 57.6059818268 ms
pred: 29.107247299 deg. took 61.2828731537 ms
pred: 25.373879559 deg. took 61.1410140991 ms
pred: 29.3752809975 deg. took 62.3688697815 ms
pred: 29.15043117 deg. took 58.0868721008 ms
pred: 26.6283103944 deg. took 57.1091175079 ms
pred: 25.1040614736 deg. took 60.7631206512 ms
pred: -1.99953553164 deg. took 55.9549331665 ms
pred: 6.03438718123 deg. took 68.1040287018 ms
pred: -2.1097308155 deg. took 69.3068504333 ms
pred: 0.191292934662 deg. took 60.4479312897 ms
pred: 18.044866306 deg. took 78.0138969421 ms
pred: 5.30205600597 deg. took 66.5550231934 ms
pred: 11.0740512249 deg. took 59.5541000366 ms
pred: 13.8210269506 deg. took 56.8521022797 ms
pred: 9.60549737414 deg. took 62.7069473267 ms
pred: -0.115326850341 deg. took 60.7299804688 ms
pred: 7.30669304859 deg. took 58.5858821869 ms
pred: 0.288099326862 deg. took 61.0320568085 ms
pred: 18.0594026561 deg. took 61.5990161896 ms
pred: 15.8568288658 deg. took 59.5021247864 ms
pred: 29.2807306888 deg. took 64.0790462494 ms
pred: 27.6980836506 deg. took 57.5978755951 ms
pred: 28.7040031757 deg. took 58.8147640228 ms
pred: 28.7096346666 deg. took 58.8700771332 ms
pred: 28.5245945967 deg. took 72.5860595703 ms
pred: 28.5202266908 deg. took 67.5559043884 ms
pred: 28.5963901302 deg. took 61.4619255066 ms
pred: 28.5764886665 deg. took 68.608045578 ms
pred: 28.3400924042 deg. took 63.7080669403 ms
pred: 28.3507133484 deg. took 58.3829879761 ms
pred: 28.666826456 deg. took 58.974981308 ms
pred: 29.1471697547 deg. took 65.7649040222 ms
pred: 27.3350608037 deg. took 61.1381530762 ms
pred: 19.8349274063 deg. took 57.5928688049 ms
pred: 1.05228573068 deg. took 75.2258300781 ms
pred: 0.895378569642 deg. took 71.9239711761 ms
pred: 1.71496829304 deg. took 56.4317703247 ms
pred: 5.99198323243 deg. took 58.2909584045 ms
pred: 2.10876733195 deg. took 57.4200153351 ms
pred: 1.55061014267 deg. took 58.3229064941 ms
pred: 0.878864186085 deg. took 65.8159255981 ms
pred: 0.275402085236 deg. took 62.0398521423 ms
pred: 0.405257348252 deg. took 60.5421066284 ms
pred: 0.916718215043 deg. took 57.1439266205 ms
pred: -0.564557503419 deg. took 57.2099685669 ms
pred: -2.32479597011 deg. took 58.2981109619 ms
pred: -0.340197075004 deg. took 60.1909160614 ms
pred: 1.45607872373 deg. took 72.7751255035 ms
pred: 1.12661878614 deg. took 63.2400512695 ms
pred: 1.04002906294 deg. took 58.1769943237 ms
pred: -0.415538357098 deg. took 63.6820793152 ms
pred: -0.556296603061 deg. took 64.5639896393 ms
pred: 0.676875802173 deg. took 63.0259513855 ms
pred: -0.390199502536 deg. took 60.1098537445 ms
pred: 0.324553487206 deg. took 56.7259788513 ms
pred: -0.0858836390572 deg. took 56.3881397247 ms
pred: -1.32523407046 deg. took 68.8071250916 ms
pred: -0.171935364801 deg. took 76.4420032501 ms
pred: -0.0704448568821 deg. took 78.2780647278 ms
pred: -0.920969687636 deg. took 64.0511512756 ms
pred: -1.70827705553 deg. took 60.0848197937 ms
pred: -1.15966676316 deg. took 69.8988437653 ms
pred: -2.46463598252 deg. took 69.1120624542 ms
pred: -1.96202519994 deg. took 71.182012558 ms
pred: -1.97505165135 deg. took 70.366859436 ms
pred: 2.96199797816 deg. took 73.9328861237 ms
pred: 13.1651605969 deg. took 71.1050033569 ms
pred: 18.2833201628 deg. took 56.68592453 ms
pred: 5.49145117524 deg. took 58.0859184265 ms
pred: 10.8797519799 deg. took 61.5909099579 ms
pred: 13.1992159201 deg. took 56.529045105 ms
pred: 22.0833898226 deg. took 55.9508800507 ms
pred: 4.51148081945 deg. took 58.5749149323 ms
pred: 26.169820286 deg. took 57.4688911438 ms
pred: 29.3029356338 deg. took 65.0279521942 ms
pred: 26.5979758168 deg. took 61.371088028 ms
pred: 23.6434357649 deg. took 63.2040500641 ms
pred: 29.4966432138 deg. took 59.9479675293 ms
pred: 29.1012128268 deg. took 73.8470554352 ms
pred: 29.5310195558 deg. took 67.0228004456 ms
pred: 29.2521600075 deg. took 57.1010112762 ms
pred: 29.3538273733 deg. took 55.9170246124 ms
pred: 28.7738589354 deg. took 62.922000885 ms
pred: 28.715170535 deg. took 62.3850822449 ms
pred: 28.9717500062 deg. took 55.93085289 ms
pred: 28.4609594318 deg. took 57.5938224792 ms
pred: 27.8292864619 deg. took 61.2771511078 ms
pred: 24.30237485 deg. took 59.70287323 ms
pred: 29.1808767382 deg. took 72.8011131287 ms
pred: 24.1703455858 deg. took 76.2989521027 ms
pred: 26.0191668035 deg. took 62.6239776611 ms
pred: 28.637273935 deg. took 61.6588592529 ms
pred: 28.3364416681 deg. took 58.3238601685 ms
pred: 28.0517320628 deg. took 66.0779476166 ms
pred: 28.2798962395 deg. took 74.6138095856 ms
pred: 27.8227687539 deg. took 64.9909973145 ms
pred: 28.0152161639 deg. took 57.8880310059 ms
pred: 27.812557621 deg. took 56.9171905518 ms
pred: 27.8236020369 deg. took 60.8341693878 ms
pred: 27.7398007385 deg. took 61.2969398499 ms
pred: 27.9647922924 deg. took 57.9960346222 ms
pred: 28.3142503835 deg. took 60.9860420227 ms
pred: 28.1837032704 deg. took 58.2039356232 ms
pred: 28.2558283604 deg. took 62.1380805969 ms
pred: 28.4064357392 deg. took 62.2780323029 ms
pred: 28.9755134405 deg. took 62.155008316 ms
pred: 29.0446895964 deg. took 61.9668960571 ms
pred: 29.8246562185 deg. took 59.8011016846 ms
pred: 29.3420213913 deg. took 77.9161453247 ms
pred: 29.4681169287 deg. took 72.3869800568 ms
pred: 29.8131610101 deg. took 63.0309581757 ms
pred: 29.6386667523 deg. took 64.4419193268 ms
pred: 29.4191239818 deg. took 58.1579208374 ms
pred: 29.2539495171 deg. took 81.0651779175 ms
pred: 29.1419309996 deg. took 71.4001655579 ms
pred: 28.9972436873 deg. took 59.3252182007 ms
pred: 29.5738960684 deg. took 56.5769672394 ms
pred: 29.6779335098 deg. took 59.4460964203 ms
pred: 27.7591096832 deg. took 57.3801994324 ms
pred: 29.8008530092 deg. took 58.333158493 ms
pred: 29.7384455707 deg. took 58.690071106 ms
pred: 29.7017298889 deg. took 60.5161190033 ms
pred: 29.2314133079 deg. took 57.0819377899 ms
pred: 29.1205832433 deg. took 69.8490142822 ms
pred: 28.9743625536 deg. took 72.6988315582 ms
pred: 27.2995950465 deg. took 63.4169578552 ms
pred: 28.9374283056 deg. took 61.8798732758 ms
pred: 29.1283047722 deg. took 63.404083252 ms
pred: 28.6308262364 deg. took 74.8620033264 ms
pred: 27.148492479 deg. took 59.3152046204 ms
pred: 2.41599905921 deg. took 57.3282241821 ms
pred: 27.3712061648 deg. took 58.1340789795 ms
pred: 22.6790762333 deg. took 57.4460029602 ms
pred: 28.4689644135 deg. took 62.9601478577 ms
pred: 28.4677093662 deg. took 74.7060775757 ms
pred: 28.1722695337 deg. took 64.138174057 ms
pred: 27.9793781613 deg. took 61.2418651581 ms
pred: 27.8733702103 deg. took 60.348033905 ms
pred: 27.8138843853 deg. took 59.6709251404 ms
pred: 27.838625038 deg. took 57.8229427338 ms
pred: 27.8114289323 deg. took 60.0619316101 ms
pred: 28.0256151269 deg. took 67.0351982117 ms
pred: 28.0579236292 deg. took 56.2589168549 ms
pred: 28.2569724171 deg. took 58.9728355408 ms
pred: 28.36304867 deg. took 71.6881752014 ms
pred: 27.9606566128 deg. took 60.3611469269 ms
pred: 27.7315379171 deg. took 61.7949962616 ms
pred: 28.144730211 deg. took 57.9528808594 ms
pred: 28.1819888929 deg. took 74.7539997101 ms
pred: 28.2318663493 deg. took 62.3831748962 ms
pred: 27.790081176 deg. took 61.882019043 ms
pred: 27.6821539419 deg. took 72.0729827881 ms
pred: 28.166701222 deg. took 61.1789226532 ms
pred: 27.9988373703 deg. took 58.4070682526 ms
pred: 28.3400872816 deg. took 60.3079795837 ms
pred: 28.1623999103 deg. took 62.0589256287 ms
pred: 27.3792077314 deg. took 70.4681873322 ms
pred: 27.9187158362 deg. took 59.6191883087 ms
pred: 27.9138629868 deg. took 62.5600814819 ms
pred: 28.2734980598 deg. took 58.9549541473 ms
pred: 28.2744850222 deg. took 57.1417808533 ms
pred: 28.4266616369 deg. took 63.4129047394 ms
pred: 28.3878917756 deg. took 58.5329532623 ms
pred: 28.361008151 deg. took 73.1179714203 ms
pred: 28.2740666731 deg. took 66.0719871521 ms
pred: 28.0679298564 deg. took 58.1569671631 ms
pred: 28.1995185734 deg. took 73.352098465 ms
pred: 28.1157241051 deg. took 65.4628276825 ms
pred: 28.5231739174 deg. took 62.3698234558 ms
pred: 28.7308492342 deg. took 57.9500198364 ms
pred: 28.575966157 deg. took 64.6989345551 ms
pred: 28.5600620616 deg. took 70.8160400391 ms
pred: 27.9856124165 deg. took 73.8959312439 ms
pred: 27.8562844921 deg. took 70.7931518555 ms
pred: 28.8797371128 deg. took 63.3819103241 ms
pred: 28.4552767144 deg. took 59.8878860474 ms
pred: 27.3565075977 deg. took 59.592962265 ms
pred: 11.8258288025 deg. took 73.5101699829 ms
pred: 7.38727818174 deg. took 61.0899925232 ms
pred: 29.3356044286 deg. took 58.5780143738 ms
pred: 7.33139869659 deg. took 64.4099712372 ms
pred: 1.20159366594 deg. took 69.7019100189 ms
pred: 3.03385605054 deg. took 59.779882431 ms
pred: 4.58416171618 deg. took 58.9020252228 ms
pred: 21.9003117245 deg. took 62.6327991486 ms
pred: 8.5181952913 deg. took 58.4790706635 ms
pred: 12.4016794902 deg. took 57.5869083405 ms
pred: 18.5986221854 deg. took 73.8079547882 ms
pred: 29.3159573894 deg. took 59.5939159393 ms
pred: 29.1496388681 deg. took 58.2430362701 ms
pred: 28.5547789102 deg. took 63.3301734924 ms
pred: 28.4889734527 deg. took 58.2461357117 ms
pred: 29.6783945476 deg. took 57.8141212463 ms
pred: 28.789404446 deg. took 62.6180171967 ms
pred: 28.4207945044 deg. took 60.8332157135 ms
pred: 28.4782124896 deg. took 73.1589794159 ms
pred: 27.9840124447 deg. took 68.6690807343 ms
pred: 28.4617449035 deg. took 70.6250667572 ms
pred: 11.1473340321 deg. took 92.9720401764 ms
pred: 27.6779653284 deg. took 56.2942028046 ms
pred: 28.3386734324 deg. took 61.5539550781 ms
pred: 28.7206073655 deg. took 66.2569999695 ms
pred: 28.2519846715 deg. took 64.5380020142 ms
pred: 28.4829611787 deg. took 67.3019886017 ms
pred: 29.4820231938 deg. took 79.7550678253 ms
pred: 29.5565781237 deg. took 70.8389282227 ms
pred: 29.6250029588 deg. took 56.5831661224 ms
pred: 29.0338261805 deg. took 58.1769943237 ms
pred: 28.4846823863 deg. took 60.928106308 ms
pred: 28.4220597969 deg. took 71.0501670837 ms
pred: 28.3415318666 deg. took 68.7489509583 ms
pred: 28.2712884936 deg. took 69.8719024658 ms
pred: 28.0924587732 deg. took 56.0929775238 ms
pred: 28.4736362629 deg. took 65.6180381775 ms
pred: 28.2086812722 deg. took 59.5109462738 ms
pred: 28.3966156347 deg. took 58.7651729584 ms
pred: 28.6201011319 deg. took 61.1391067505 ms
pred: 28.7125033461 deg. took 74.5849609375 ms
pred: 28.3694946611 deg. took 61.3739490509 ms
pred: 28.5531550328 deg. took 62.5801086426 ms
pred: 29.1518074531 deg. took 74.6297836304 ms
pred: 29.2989638788 deg. took 62.9999637604 ms
pred: 28.949176231 deg. took 56.0140609741 ms
pred: 28.6341542461 deg. took 69.6830749512 ms
pred: 28.340843725 deg. took 76.1940479279 ms
pred: 28.6161344995 deg. took 69.8139667511 ms
pred: 28.3878422567 deg. took 65.5608177185 ms
pred: 28.5027738499 deg. took 60.4820251465 ms
pred: 28.5536792498 deg. took 59.8661899567 ms
pred: 28.1522007304 deg. took 70.4190731049 ms
pred: 28.1743356659 deg. took 71.3059902191 ms
pred: 27.8000925258 deg. took 56.6058158875 ms
pred: 28.2871942967 deg. took 69.6098804474 ms
pred: 28.0833660839 deg. took 66.6959285736 ms
pred: 29.1049626007 deg. took 61.1159801483 ms
pred: 29.3482300333 deg. took 62.6969337463 ms
pred: 25.9239454287 deg. took 81.2230110168 ms
pred: 28.9425407022 deg. took 99.6470451355 ms
pred: 29.3517714864 deg. took 62.1659755707 ms
pred: 22.0825053131 deg. took 71.1269378662 ms
pred: 6.80198006185 deg. took 63.7738704681 ms
pred: 29.2133781934 deg. took 61.910867691 ms
pred: 28.5029992461 deg. took 71.4089870453 ms
pred: 28.4754940743 deg. took 63.5209083557 ms
pred: 29.2615993289 deg. took 61.3379478455 ms
pred: 27.9316675824 deg. took 63.1530284882 ms
pred: 28.0542558177 deg. took 68.0420398712 ms
pred: 27.7681409009 deg. took 63.3060932159 ms
pred: 27.8138160834 deg. took 59.1681003571 ms
pred: 28.3000743259 deg. took 60.4059696198 ms
pred: 27.3920314116 deg. took 60.5621337891 ms
pred: 29.023987293 deg. took 61.8691444397 ms
pred: 28.5117538411 deg. took 63.3211135864 ms
pred: 29.7310587212 deg. took 71.0740089417 ms
pred: 29.1130802805 deg. took 66.2009716034 ms
pred: 29.7594244968 deg. took 59.6520900726 ms
pred: 29.947978699 deg. took 56.1640262604 ms
pred: 29.4929719871 deg. took 58.2370758057 ms
pred: 29.6567189422 deg. took 61.057806015 ms
pred: 29.0844617879 deg. took 59.1089725494 ms
pred: 28.7117895913 deg. took 59.4608783722 ms
pred: 28.8330391095 deg. took 62.7329349518 ms
pred: 28.7079305344 deg. took 59.7739219666 ms
pred: 17.5603582995 deg. took 68.0558681488 ms
pred: 29.4000779993 deg. took 56.1189651489 ms
pred: 29.9088553754 deg. took 59.4699382782 ms
pred: 29.2377756291 deg. took 58.2280158997 ms
pred: 29.0828566935 deg. took 68.9680576324 ms
pred: 29.4045381128 deg. took 56.403875351 ms
pred: 29.2344971383 deg. took 55.9828281403 ms
pred: 28.95311042 deg. took 60.2359771729 ms
pred: 28.6140308013 deg. took 61.3830089569 ms
pred: 28.7044539682 deg. took 73.1341838837 ms
pred: 28.326525941 deg. took 75.651884079 ms
pred: 28.1537665512 deg. took 63.1680488586 ms
pred: 29.0614201447 deg. took 58.8920116425 ms
pred: 25.8743497176 deg. took 60.2388381958 ms
pred: 27.8439628309 deg. took 61.9509220123 ms
pred: 27.9310118843 deg. took 69.0751075745 ms
pred: 27.7846904492 deg. took 60.1000785828 ms
pred: 28.0565729593 deg. took 57.5489997864 ms
pred: 27.9948246341 deg. took 67.6591396332 ms
pred: 28.7039109681 deg. took 60.3351593018 ms
pred: 29.0251211044 deg. took 56.8680763245 ms
pred: 26.9612957769 deg. took 73.4729766846 ms
pred: 26.2822998413 deg. took 61.429977417 ms
pred: 24.7774520728 deg. took 58.0830574036 ms
pred: 28.646352964 deg. took 60.4050159454 ms
pred: 28.4104672583 deg. took 56.3020706177 ms
pred: 27.9197164589 deg. took 67.7289962769 ms
pred: 27.7448841068 deg. took 60.6429576874 ms
pred: 28.1179251336 deg. took 57.5890541077 ms
pred: 28.1174333599 deg. took 57.403087616 ms
pred: 27.8411590382 deg. took 59.417963028 ms
pred: 27.8430475855 deg. took 56.2250614166 ms
pred: 28.1838842704 deg. took 69.4921016693 ms
pred: 28.2508901337 deg. took 68.165063858 ms
pred: 27.7566030038 deg. took 59.623003006 ms
pred: 29.3132594647 deg. took 58.9771270752 ms
pred: 28.6388841521 deg. took 61.0270500183 ms
pred: 28.5036993405 deg. took 61.9838237762 ms
pred: 29.134581716 deg. took 58.0821037292 ms
pred: 28.9418440229 deg. took 61.007976532 ms
pred: 29.8236009542 deg. took 68.1450366974 ms
pred: 28.9103636811 deg. took 73.5569000244 ms
pred: 28.3086632888 deg. took 62.6399517059 ms
pred: 27.9399047906 deg. took 60.2459907532 ms
pred: 28.1506110038 deg. took 59.5290660858 ms
pred: 28.442499138 deg. took 59.5870018005 ms
pred: 28.8564154319 deg. took 56.8099021912 ms
pred: 29.286478293 deg. took 59.5140457153 ms
pred: 29.3924350176 deg. took 59.8130226135 ms
pred: 30.3698009369 deg. took 58.5110187531 ms
pred: 30.1361572408 deg. took 56.9939613342 ms
pred: 20.2288602743 deg. took 57.7459335327 ms
pred: 20.4623332156 deg. took 62.1690750122 ms
pred: 18.6466401228 deg. took 62.4639987946 ms
pred: 17.1187268055 deg. took 62.4799728394 ms
pred: 18.3416260726 deg. took 67.8160190582 ms
pred: 7.26752618257 deg. took 69.8969364166 ms
pred: -0.401270278685 deg. took 55.9320449829 ms
pred: 0.882635090837 deg. took 79.0221691132 ms
pred: 4.73790799373 deg. took 56.1640262604 ms
pred: 0.099237499318 deg. took 89.6649360657 ms
pred: -1.22663377976 deg. took 72.4699497223 ms
pred: -1.74834411914 deg. took 75.7148265839 ms
pred: -1.92726786136 deg. took 67.6469802856 ms
pred: -3.23213153294 deg. took 61.7909431458 ms
pred: -0.711288483007 deg. took 71.9830989838 ms
pred: -0.963370328065 deg. took 74.2230415344 ms
pred: 0.0611711675365 deg. took 74.8541355133 ms
pred: -0.633753136044 deg. took 61.3961219788 ms
pred: -2.79160418172 deg. took 62.0250701904 ms
pred: -3.78157734955 deg. took 60.1170063019 ms
pred: -2.71041094829 deg. took 58.3169460297 ms
pred: -3.86541151831 deg. took 64.1009807587 ms
pred: -3.07709627063 deg. took 78.1879425049 ms
pred: -2.11776205075 deg. took 59.5939159393 ms
pred: -3.71958143 deg. took 61.311006546 ms
pred: -2.02389134589 deg. took 57.1928024292 ms
pred: -1.74050316869 deg. took 56.7491054535 ms
pred: -1.16164730458 deg. took 58.2139492035 ms
pred: -1.80014203265 deg. took 69.4057941437 ms
pred: -0.864994579841 deg. took 67.4560070038 ms
pred: -1.08048000452 deg. took 62.9799365997 ms
pred: -0.310353657323 deg. took 57.4448108673 ms
pred: -1.73906402649 deg. took 62.2539520264 ms
pred: -1.79464180937 deg. took 74.1579532623 ms
pred: -1.95082006116 deg. took 67.6438808441 ms
pred: -3.29870773466 deg. took 59.9439144135 ms
pred: -3.28798284356 deg. took 69.5819854736 ms
pred: -4.277050371 deg. took 64.297914505 ms
pred: -1.42099236213 deg. took 61.0761642456 ms
pred: -2.34140528262 deg. took 60.3060722351 ms
pred: -3.56480678208 deg. took 63.1728172302 ms
pred: -2.54176674749 deg. took 61.3629817963 ms
pred: -0.815566315086 deg. took 60.840845108 ms
pred: -0.856251564177 deg. took 70.5440044403 ms
pred: 0.690668888954 deg. took 63.2917881012 ms
pred: 0.155944224427 deg. took 60.1890087128 ms
pred: -1.27775678521 deg. took 59.2420101166 ms
pred: 0.308670015693 deg. took 58.788061142 ms
pred: -4.09322223279 deg. took 59.9210262299 ms
pred: -2.83475176736 deg. took 58.5060119629 ms
pred: -5.15212737727 deg. took 71.8550682068 ms
pred: 4.00456595047 deg. took 62.4489784241 ms
pred: 6.55239043543 deg. took 59.9889755249 ms
pred: 6.28716479845 deg. took 59.504032135 ms
